location_stand,position.lat,position.lng,banking,bike_stands,available_bike_stands,available_bikes,status,Time of Call
Royal Hospital,53.343897,-6.29706,TRUE,40,31,9,OPEN,23-08-2019 08:10
Heuston Station (Car Park),53.346985,-6.297804,FALSE,40,7,33,OPEN,23-08-2019 08:10
Grangegorman Lower (North),53.355954,-6.278378,FALSE,36,27,9,OPEN,23-08-2019 08:10
St. Stephen's Green East,53.337824,-6.256035,TRUE,40,26,14,OPEN,23-08-2019 08:10
Heuston Station (Central),53.346603,-6.296924,FALSE,40,29,11,OPEN,23-08-2019 08:10
Townsend Street,53.345922,-6.254614,FALSE,20,13,7,OPEN,23-08-2019 08:10
George's Lane,53.35023,-6.279696,FALSE,40,28,12,OPEN,23-08-2019 08:10
Phibsborough Road,53.356307,-6.273717,FALSE,40,25,15,OPEN,23-08-2019 08:10
Eccles Street,53.359246,-6.269779,FALSE,20,15,5,OPEN,23-08-2019 08:10
Portobello Harbour,53.330362,-6.265163,FALSE,30,29,1,OPEN,23-08-2019 08:10
Mater Hospital,53.359967,-6.264828,FALSE,40,12,28,OPEN,23-08-2019 08:10
Blessington Street,53.356769,-6.26814,TRUE,20,20,0,OPEN,23-08-2019 08:10
James Street,53.343456,-6.287409,TRUE,40,38,2,OPEN,23-08-2019 08:10
Mountjoy Square East,53.356717,-6.256359,TRUE,40,26,14,OPEN,23-08-2019 08:10
Merrion Square West,53.339764,-6.251988,TRUE,20,13,7,OPEN,23-08-2019 08:10
Convention Centre,53.34744,-6.238523,TRUE,40,35,5,OPEN,23-08-2019 08:10
Hardwicke Street,53.355473,-6.264423,FALSE,16,16,0,OPEN,23-08-2019 08:10
Parkgate Street,53.347972,-6.291804,TRUE,38,21,17,OPEN,23-08-2019 08:10
Smithfield,53.347692,-6.278214,FALSE,30,0,0,CLOSED,23-08-2019 08:10
Dame Street,53.344007,-6.266802,TRUE,16,10,6,OPEN,23-08-2019 08:10
Heuston Bridge (South),53.347106,-6.292041,FALSE,25,23,2,OPEN,23-08-2019 08:10
Cathal Brugha Street,53.352149,-6.260533,FALSE,20,14,6,OPEN,23-08-2019 08:10
Sandwith Street,53.345203,-6.247163,TRUE,40,30,10,OPEN,23-08-2019 08:10
Buckingham Street Lower,53.353331,-6.249319,FALSE,29,9,20,OPEN,23-08-2019 08:10
Rothe Abbey,53.338776,-6.30395,TRUE,35,25,10,OPEN,23-08-2019 08:10
Charleville Road,53.359157,-6.281866,TRUE,40,40,0,OPEN,23-08-2019 08:10
Princes Street / O'Connell Street,53.349013,-6.260311,TRUE,23,0,23,OPEN,23-08-2019 08:10
Upper Sherrard Street,53.358437,-6.260641,FALSE,30,14,16,OPEN,23-08-2019 08:10
Fitzwilliam Square East,53.335211,-6.2509,TRUE,40,34,6,OPEN,23-08-2019 08:10
Grattan Street,53.339629,-6.243778,FALSE,23,15,8,OPEN,23-08-2019 08:10
St James Hospital (Luas),53.341359,-6.292951,FALSE,40,40,0,OPEN,23-08-2019 08:10
Harcourt Terrace,53.332763,-6.257942,FALSE,20,12,8,OPEN,23-08-2019 08:10
Bolton Street,53.351182,-6.269859,FALSE,20,9,11,OPEN,23-08-2019 08:10
Jervis Street,53.3483,-6.266651,TRUE,21,4,17,OPEN,23-08-2019 08:10
Ormond Quay Upper,53.346057,-6.268001,TRUE,29,24,5,OPEN,23-08-2019 08:10
Grangegorman Lower (South),53.354663,-6.278681,FALSE,40,34,6,OPEN,23-08-2019 08:10
Mountjoy Square West,53.356299,-6.258586,FALSE,30,20,10,OPEN,23-08-2019 08:10
Wilton Terrace,53.332383,-6.252717,TRUE,20,19,1,OPEN,23-08-2019 08:10
Emmet Road,53.340714,-6.308191,FALSE,40,30,10,OPEN,23-08-2019 08:10
Heuston Bridge (North),53.347802,-6.292432,FALSE,40,4,36,OPEN,23-08-2019 08:10
Leinster Street South,53.34218,-6.254485,FALSE,30,20,9,OPEN,23-08-2019 08:10
Blackhall Place,53.3488,-6.281637,FALSE,30,29,1,OPEN,23-08-2019 08:10
Smithfield North,53.349562,-6.278198,TRUE,30,17,13,OPEN,23-08-2019 08:15
Parnell Square North,53.353462,-6.265305,TRUE,20,11,9,OPEN,23-08-2019 08:15
Clonmel Street,53.336021,-6.26298,FALSE,33,32,1,OPEN,23-08-2019 08:15
Avondale Road,53.359405,-6.276142,FALSE,40,31,9,OPEN,23-08-2019 08:15
Mount Street Lower,53.33796,-6.24153,FALSE,40,37,3,OPEN,23-08-2019 08:15
Christchurch Place,53.343368,-6.27012,FALSE,20,20,0,OPEN,23-08-2019 08:15
Grantham Street,53.334123,-6.265436,TRUE,30,30,0,OPEN,23-08-2019 08:15
Pearse Street,53.344304,-6.250427,TRUE,30,22,8,OPEN,23-08-2019 08:15
York Street East,53.338755,-6.262003,FALSE,32,11,21,OPEN,23-08-2019 08:15
Excise Walk,53.347777,-6.244239,FALSE,40,39,0,OPEN,23-08-2019 08:15
Fitzwilliam Square West,53.336074,-6.252825,FALSE,30,27,3,OPEN,23-08-2019 08:15
Portobello Road,53.330091,-6.268044,TRUE,30,30,0,OPEN,23-08-2019 08:15
St. James Hospital (Central),53.339983,-6.295594,FALSE,40,19,21,OPEN,23-08-2019 08:15
Parnell Street,53.350929,-6.265125,FALSE,20,17,3,OPEN,23-08-2019 08:15
Frederick Street South,53.341515,-6.256853,TRUE,40,28,12,OPEN,23-08-2019 08:15
Fownes Street Upper,53.344603,-6.263371,FALSE,30,5,24,OPEN,23-08-2019 08:15
Custom House,53.348279,-6.254662,TRUE,30,17,13,OPEN,23-08-2019 08:15
Rathdown Road,53.35893,-6.280337,FALSE,40,37,3,OPEN,23-08-2019 08:15
North Circular Road (O'Connell's),53.357841,-6.251557,FALSE,30,29,1,OPEN,23-08-2019 08:15
Hanover Quay,53.344115,-6.237153,TRUE,40,1,39,OPEN,23-08-2019 08:15
Oliver Bond Street,53.343893,-6.280531,FALSE,30,23,7,OPEN,23-08-2019 08:15
Collins Barracks Museum,53.347477,-6.28525,TRUE,38,17,21,OPEN,23-08-2019 08:15
Brookfield Road,53.339005,-6.300217,FALSE,30,9,21,OPEN,23-08-2019 08:15
Benson Street,53.344153,-6.233451,FALSE,40,1,39,OPEN,23-08-2019 08:15
Earlsfort Terrace,53.334019,-6.258371,FALSE,30,13,17,OPEN,23-08-2019 08:15
Golden Lane,53.340803,-6.267732,FALSE,20,19,1,OPEN,23-08-2019 08:15
Deverell Place,53.351464,-6.255265,FALSE,30,16,14,OPEN,23-08-2019 08:15
Wilton Terrace (Park),53.333653,-6.248345,TRUE,40,15,25,OPEN,23-08-2019 08:15
John Street West,53.343105,-6.277167,FALSE,31,26,5,OPEN,23-08-2019 08:15
Fenian Street,53.341428,-6.24672,FALSE,35,25,10,OPEN,23-08-2019 08:15
Merrion Square South,53.338614,-6.248606,TRUE,40,30,10,OPEN,23-08-2019 08:15
South Dock Road,53.341833,-6.231291,FALSE,30,28,1,OPEN,23-08-2019 08:15
City Quay,53.346637,-6.246154,FALSE,30,26,4,OPEN,23-08-2019 08:15
Exchequer Street,53.343034,-6.263578,FALSE,24,15,9,OPEN,23-08-2019 08:15
The Point,53.346867,-6.230852,FALSE,40,30,10,OPEN,23-08-2019 08:15
Hatch Street,53.33403,-6.260714,FALSE,36,23,13,OPEN,23-08-2019 08:15
Lime Street,53.346026,-6.243576,FALSE,40,31,9,OPEN,23-08-2019 08:15
Charlemont Street,53.330662,-6.260177,FALSE,40,38,2,OPEN,23-08-2019 08:15
Kilmainham Gaol,53.342113,-6.310015,TRUE,40,40,0,OPEN,23-08-2019 08:15
Hardwicke Place,53.357043,-6.263232,TRUE,25,6,19,OPEN,23-08-2019 08:15
Wolfe Tone Street,53.348875,-6.267459,FALSE,29,29,0,OPEN,23-08-2019 08:15
Francis Street,53.342081,-6.275233,FALSE,30,27,3,OPEN,23-08-2019 08:15
Greek Street,53.346874,-6.272976,FALSE,20,10,10,OPEN,23-08-2019 08:15
Guild Street,53.347932,-6.240928,FALSE,40,40,0,OPEN,23-08-2019 08:15
Herbert Place,53.334432,-6.245575,FALSE,30,8,22,OPEN,23-08-2019 08:15
High Street,53.343565,-6.275071,TRUE,29,23,6,OPEN,23-08-2019 08:15
North Circular Road,53.359624,-6.260348,FALSE,30,10,15,OPEN,23-08-2019 08:15
Western Way,53.354929,-6.269425,FALSE,40,40,0,OPEN,23-08-2019 08:15
Talbot Street,53.350974,-6.25294,FALSE,40,23,17,OPEN,23-08-2019 08:15
Newman House,53.337132,-6.26059,FALSE,40,33,7,OPEN,23-08-2019 08:15
Sir Patrick's Dun,53.339218,-6.240642,TRUE,40,25,15,OPEN,23-08-2019 08:15
New Central Bank,53.347122,-6.234749,FALSE,40,4,36,OPEN,23-08-2019 08:15
Grangegorman Lower (Central),53.355173,-6.278424,TRUE,40,32,8,OPEN,23-08-2019 08:15
King Street North,53.350291,-6.273507,FALSE,30,30,0,OPEN,23-08-2019 08:15
Killarney Street,53.354845,-6.247579,FALSE,30,22,8,OPEN,23-08-2019 08:15
Herbert Street,53.335742,-6.24551,FALSE,40,34,6,OPEN,23-08-2019 08:15
Custom House Quay,53.347884,-6.248048,FALSE,30,26,4,OPEN,23-08-2019 08:15
Molesworth Street,53.341288,-6.258117,FALSE,20,0,20,OPEN,23-08-2019 08:15
Georges Quay,53.347508,-6.252192,FALSE,20,9,11,OPEN,23-08-2019 08:15
Kilmainham Lane,53.341805,-6.305085,FALSE,30,20,10,OPEN,23-08-2019 08:15
Mount Brown,53.341645,-6.29719,FALSE,22,8,14,OPEN,23-08-2019 08:15
Market Street South,53.342296,-6.287661,FALSE,38,38,0,OPEN,23-08-2019 08:15
Kevin Street,53.337757,-6.267699,TRUE,40,26,14,OPEN,23-08-2019 08:15
Eccles Street East,53.358115,-6.265601,FALSE,27,7,20,OPEN,23-08-2019 08:15
Grand Canal Dock,53.342638,-6.238695,FALSE,40,22,18,OPEN,23-08-2019 08:15
Merrion Square East,53.339434,-6.246548,FALSE,30,14,16,OPEN,23-08-2019 08:15
York Street West,53.339334,-6.264699,FALSE,40,30,10,OPEN,23-08-2019 08:15
St. Stephen's Green South,53.337494,-6.26199,TRUE,30,25,5,OPEN,23-08-2019 08:15
Denmark Street Great,53.35561,-6.261397,FALSE,20,16,4,OPEN,23-08-2019 08:15
Royal Hospital,53.343897,-6.29706,TRUE,40,31,9,OPEN,23-08-2019 08:15
Heuston Station (Car Park),53.346985,-6.297804,FALSE,40,7,33,OPEN,23-08-2019 08:15
Grangegorman Lower (North),53.355954,-6.278378,FALSE,36,27,9,OPEN,23-08-2019 08:15
St. Stephen's Green East,53.337824,-6.256035,TRUE,40,25,15,OPEN,23-08-2019 08:15
Heuston Station (Central),53.346603,-6.296924,FALSE,40,31,9,OPEN,23-08-2019 08:15
Townsend Street,53.345922,-6.254614,FALSE,20,13,7,OPEN,23-08-2019 08:15
George's Lane,53.35023,-6.279696,FALSE,40,30,10,OPEN,23-08-2019 08:15
Phibsborough Road,53.356307,-6.273717,FALSE,40,25,15,OPEN,23-08-2019 08:15
Eccles Street,53.359246,-6.269779,FALSE,20,20,0,OPEN,23-08-2019 08:15
Portobello Harbour,53.330362,-6.265163,FALSE,30,30,0,OPEN,23-08-2019 08:15
Mater Hospital,53.359967,-6.264828,FALSE,40,12,28,OPEN,23-08-2019 08:15
Blessington Street,53.356769,-6.26814,TRUE,20,20,0,OPEN,23-08-2019 08:15
James Street,53.343456,-6.287409,TRUE,40,39,1,OPEN,23-08-2019 08:15
Mountjoy Square East,53.356717,-6.256359,TRUE,40,28,12,OPEN,23-08-2019 08:15
Merrion Square West,53.339764,-6.251988,TRUE,20,11,9,OPEN,23-08-2019 08:15
Convention Centre,53.34744,-6.238523,TRUE,40,37,3,OPEN,23-08-2019 08:15
Hardwicke Street,53.355473,-6.264423,FALSE,16,16,0,OPEN,23-08-2019 08:15
Parkgate Street,53.347972,-6.291804,TRUE,38,27,11,OPEN,23-08-2019 08:15
Smithfield,53.347692,-6.278214,FALSE,30,0,0,CLOSED,23-08-2019 08:15
Dame Street,53.344007,-6.266802,TRUE,16,10,6,OPEN,23-08-2019 08:15
Heuston Bridge (South),53.347106,-6.292041,FALSE,25,24,1,OPEN,23-08-2019 08:15
Cathal Brugha Street,53.352149,-6.260533,FALSE,20,12,8,OPEN,23-08-2019 08:15
Sandwith Street,53.345203,-6.247163,TRUE,40,30,10,OPEN,23-08-2019 08:15
Buckingham Street Lower,53.353331,-6.249319,FALSE,29,9,20,OPEN,23-08-2019 08:15
Rothe Abbey,53.338776,-6.30395,TRUE,35,28,7,OPEN,23-08-2019 08:15
Charleville Road,53.359157,-6.281866,TRUE,40,40,0,OPEN,23-08-2019 08:15
Princes Street / O'Connell Street,53.349013,-6.260311,TRUE,23,0,23,OPEN,23-08-2019 08:15
Upper Sherrard Street,53.358437,-6.260641,FALSE,30,16,14,OPEN,23-08-2019 08:15
Fitzwilliam Square East,53.335211,-6.2509,TRUE,40,34,6,OPEN,23-08-2019 08:15
Grattan Street,53.339629,-6.243778,FALSE,23,14,9,OPEN,23-08-2019 08:15
St James Hospital (Luas),53.341359,-6.292951,FALSE,40,40,0,OPEN,23-08-2019 08:15
Harcourt Terrace,53.332763,-6.257942,FALSE,20,12,8,OPEN,23-08-2019 08:15
Bolton Street,53.351182,-6.269859,FALSE,20,9,11,OPEN,23-08-2019 08:15
Jervis Street,53.3483,-6.266651,TRUE,21,7,14,OPEN,23-08-2019 08:15
Ormond Quay Upper,53.346057,-6.268001,TRUE,29,23,6,OPEN,23-08-2019 08:15
Grangegorman Lower (South),53.354663,-6.278681,FALSE,40,34,6,OPEN,23-08-2019 08:15
Mountjoy Square West,53.356299,-6.258586,FALSE,30,23,7,OPEN,23-08-2019 08:15
Wilton Terrace,53.332383,-6.252717,TRUE,20,18,2,OPEN,23-08-2019 08:15
Emmet Road,53.340714,-6.308191,FALSE,40,32,8,OPEN,23-08-2019 08:15
Heuston Bridge (North),53.347802,-6.292432,FALSE,40,8,32,OPEN,23-08-2019 08:15
Leinster Street South,53.34218,-6.254485,FALSE,30,20,9,OPEN,23-08-2019 08:15
Blackhall Place,53.3488,-6.281637,FALSE,30,29,1,OPEN,23-08-2019 08:15
Smithfield North,53.349562,-6.278198,TRUE,30,16,14,OPEN,23-08-2019 08:20
Parnell Square North,53.353462,-6.265305,TRUE,20,13,7,OPEN,23-08-2019 08:20
Clonmel Street,53.336021,-6.26298,FALSE,33,31,2,OPEN,23-08-2019 08:20
Avondale Road,53.359405,-6.276142,FALSE,40,33,7,OPEN,23-08-2019 08:20
Mount Street Lower,53.33796,-6.24153,FALSE,40,36,4,OPEN,23-08-2019 08:20
Christchurch Place,53.343368,-6.27012,FALSE,20,20,0,OPEN,23-08-2019 08:20
Grantham Street,53.334123,-6.265436,TRUE,30,27,3,OPEN,23-08-2019 08:20
Pearse Street,53.344304,-6.250427,TRUE,30,20,10,OPEN,23-08-2019 08:20
York Street East,53.338755,-6.262003,FALSE,32,11,21,OPEN,23-08-2019 08:20
Excise Walk,53.347777,-6.244239,FALSE,40,39,1,OPEN,23-08-2019 08:20
Fitzwilliam Square West,53.336074,-6.252825,FALSE,30,27,3,OPEN,23-08-2019 08:20
Portobello Road,53.330091,-6.268044,TRUE,30,29,1,OPEN,23-08-2019 08:20
St. James Hospital (Central),53.339983,-6.295594,FALSE,40,19,21,OPEN,23-08-2019 08:20
Parnell Street,53.350929,-6.265125,FALSE,20,17,3,OPEN,23-08-2019 08:20
Frederick Street South,53.341515,-6.256853,TRUE,40,27,13,OPEN,23-08-2019 08:20
Fownes Street Upper,53.344603,-6.263371,FALSE,30,3,26,OPEN,23-08-2019 08:20
Custom House,53.348279,-6.254662,TRUE,30,20,10,OPEN,23-08-2019 08:20
Rathdown Road,53.35893,-6.280337,FALSE,40,40,0,OPEN,23-08-2019 08:20
North Circular Road (O'Connell's),53.357841,-6.251557,FALSE,30,30,0,OPEN,23-08-2019 08:20
Hanover Quay,53.344115,-6.237153,TRUE,40,1,39,OPEN,23-08-2019 08:20
Oliver Bond Street,53.343893,-6.280531,FALSE,30,23,7,OPEN,23-08-2019 08:20
Collins Barracks Museum,53.347477,-6.28525,TRUE,38,18,20,OPEN,23-08-2019 08:20
Brookfield Road,53.339005,-6.300217,FALSE,30,9,21,OPEN,23-08-2019 08:20
Benson Street,53.344153,-6.233451,FALSE,40,1,39,OPEN,23-08-2019 08:20
Earlsfort Terrace,53.334019,-6.258371,FALSE,30,13,17,OPEN,23-08-2019 08:20
Golden Lane,53.340803,-6.267732,FALSE,20,17,3,OPEN,23-08-2019 08:20
Deverell Place,53.351464,-6.255265,FALSE,30,16,14,OPEN,23-08-2019 08:20
Wilton Terrace (Park),53.333653,-6.248345,TRUE,40,15,25,OPEN,23-08-2019 08:20
John Street West,53.343105,-6.277167,FALSE,31,27,4,OPEN,23-08-2019 08:20
Fenian Street,53.341428,-6.24672,FALSE,35,27,8,OPEN,23-08-2019 08:20
Merrion Square South,53.338614,-6.248606,TRUE,40,25,15,OPEN,23-08-2019 08:20
South Dock Road,53.341833,-6.231291,FALSE,30,28,1,OPEN,23-08-2019 08:20
City Quay,53.346637,-6.246154,FALSE,30,24,6,OPEN,23-08-2019 08:20
Exchequer Street,53.343034,-6.263578,FALSE,24,16,8,OPEN,23-08-2019 08:20
The Point,53.346867,-6.230852,FALSE,40,30,10,OPEN,23-08-2019 08:20
Hatch Street,53.33403,-6.260714,FALSE,36,20,16,OPEN,23-08-2019 08:20
Lime Street,53.346026,-6.243576,FALSE,40,33,7,OPEN,23-08-2019 08:20
Charlemont Street,53.330662,-6.260177,FALSE,40,40,0,OPEN,23-08-2019 08:20
Kilmainham Gaol,53.342113,-6.310015,TRUE,40,40,0,OPEN,23-08-2019 08:20
Hardwicke Place,53.357043,-6.263232,TRUE,25,6,19,OPEN,23-08-2019 08:20
Wolfe Tone Street,53.348875,-6.267459,FALSE,29,29,0,OPEN,23-08-2019 08:20
Francis Street,53.342081,-6.275233,FALSE,30,26,4,OPEN,23-08-2019 08:20
Greek Street,53.346874,-6.272976,FALSE,20,10,10,OPEN,23-08-2019 08:20
Guild Street,53.347932,-6.240928,FALSE,40,39,1,OPEN,23-08-2019 08:20
Herbert Place,53.334432,-6.245575,FALSE,30,3,27,OPEN,23-08-2019 08:20
High Street,53.343565,-6.275071,TRUE,29,24,5,OPEN,23-08-2019 08:20
North Circular Road,53.359624,-6.260348,FALSE,30,11,14,OPEN,23-08-2019 08:20
Western Way,53.354929,-6.269425,FALSE,40,40,0,OPEN,23-08-2019 08:20
